,abilities_number,ability_1,ability_2,ability_hidden,attack,base_experience,base_friendship,catch_rate,defense,egg_cycles,egg_type_1,egg_type_2,egg_type_number,generation,growth_rate,height_m,hp,is_legendary,is_mythical,is_sub_legendary,name,percentage_male,pokedex_number,sp_attack,sp_defense,species,speed,total_points,type_1,type_2,type_number,weight_kg
662,3,Solid Rock,Sturdy,Swift Swim,78.0,71.0,70.0,45.0,103.0,30.0,Water 1,Water 3,2,5,Medium Fast,0.7,54.0,0,0,0,Tirtouga,87.5,564,53.0,45.0,Prototurtle Pokémon,22.0,355.0,Water,Rock,2,16.5
663,3,Solid Rock,Sturdy,Swift Swim,108.0,173.0,70.0,45.0,133.0,30.0,Water 1,Water 3,2,5,Medium Fast,1.2,74.0,0,0,0,Carracosta,87.5,565,83.0,65.0,Prototurtle Pokémon,32.0,495.0,Water,Rock,2,81.0
664,1,Defeatist,,,112.0,71.0,70.0,45.0,45.0,30.0,Flying,Water 3,2,5,Medium Fast,0.5,55.0,0,0,0,Archen,87.5,566,74.0,45.0,First Bird Pokémon,70.0,401.0,Rock,Flying,2,9.5
665,1,Defeatist,,,140.0,177.0,70.0,45.0,65.0,30.0,Flying,Water 3,2,5,Medium Fast,1.4,75.0,0,0,0,Archeops,87.5,567,112.0,65.0,First Bird Pokémon,110.0,567.0,Rock,Flying,2,32.0
666,3,Stench,Sticky Hold,Aftermath,50.0,66.0,70.0,190.0,62.0,20.0,Mineral,,1,5,Medium Fast,0.6,50.0,0,0,0,Trubbish,50.0,568,40.0,62.0,Trash Bag Pokémon,65.0,329.0,Poison,,1,31.0
667,3,Stench,Weak Armor,Aftermath,95.0,166.0,70.0,60.0,82.0,20.0,Mineral,,1,5,Medium Fast,1.9,80.0,0,0,0,Garbodor,50.0,569,60.0,82.0,Trash Heap Pokémon,75.0,474.0,Poison,,1,107.3
668,1,Illusion,,,65.0,66.0,70.0,75.0,40.0,25.0,Field,,1,5,Medium Slow,0.7,40.0,0,0,0,Zorua,87.5,570,80.0,40.0,Tricky Fox Pokémon,65.0,330.0,Dark,,1,12.5
669,1,Illusion,,,105.0,179.0,70.0,45.0,60.0,20.0,Field,,1,5,Medium Slow,1.6,60.0,0,0,0,Zoroark,87.5,571,120.0,60.0,Illusion Fox Pokémon,105.0,510.0,Dark,,1,81.1
670,3,Cute Charm,Technician,Skill Link,50.0,60.0,70.0,255.0,40.0,15.0,Field,,1,5,Fast,0.4,55.0,0,0,0,Minccino,25.0,572,40.0,40.0,Chinchilla Pokémon,75.0,300.0,Normal,,1,5.8
671,3,Cute Charm,Technician,Skill Link,95.0,165.0,70.0,60.0,60.0,15.0,Field,,1,5,Fast,0.5,75.0,0,0,0,Cinccino,25.0,573,65.0,60.0,Scarf Pokémon,115.0,470.0,Normal,,1,7.5
672,3,Frisk,Competitive,Shadow Tag,30.0,58.0,70.0,200.0,50.0,20.0,Human-Like,,1,5,Medium Slow,0.4,45.0,0,0,0,Gothita,25.0,574,55.0,65.0,Fixation Pokémon,45.0,290.0,Psychic,,1,5.8
673,3,Frisk,Competitive,Shadow Tag,45.0,137.0,70.0,100.0,70.0,20.0,Human-Like,,1,5,Medium Slow,0.7,60.0,0,0,0,Gothorita,25.0,575,75.0,85.0,Manipulate Pokémon,55.0,390.0,Psychic,,1,18.0
674,3,Frisk,Competitive,Shadow Tag,55.0,221.0,70.0,50.0,95.0,20.0,Human-Like,,1,5,Medium Slow,1.5,70.0,0,0,0,Gothitelle,25.0,576,95.0,110.0,Astral Body Pokémon,65.0,490.0,Psychic,,1,44.0
675,3,Overcoat,Magic Guard,Regenerator,30.0,58.0,70.0,200.0,40.0,20.0,Amorphous,,1,5,Medium Slow,0.3,45.0,0,0,0,Solosis,50.0,577,105.0,50.0,Cell Pokémon,20.0,290.0,Psychic,,1,1.0
676,3,Overcoat,Magic Guard,Regenerator,40.0,130.0,70.0,100.0,50.0,20.0,Amorphous,,1,5,Medium Slow,0.6,65.0,0,0,0,Duosion,50.0,578,125.0,60.0,Mitosis Pokémon,30.0,370.0,Psychic,,1,8.0
677,3,Overcoat,Magic Guard,Regenerator,65.0,221.0,70.0,50.0,75.0,20.0,Amorphous,,1,5,Medium Slow,1.0,110.0,0,0,0,Reuniclus,50.0,579,125.0,85.0,Multiplying Pokémon,30.0,490.0,Psychic,,1,20.1
678,3,Keen Eye,Big Pecks,Hydration,44.0,61.0,70.0,190.0,50.0,20.0,Flying,Water 1,2,5,Medium Fast,0.5,62.0,0,0,0,Ducklett,50.0,580,44.0,50.0,Water Bird Pokémon,55.0,305.0,Water,Flying,2,5.5
679,3,Keen Eye,Big Pecks,Hydration,87.0,166.0,70.0,45.0,63.0,20.0,Flying,Water 1,2,5,Medium Fast,1.3,75.0,0,0,0,Swanna,50.0,581,87.0,63.0,White Bird Pokémon,98.0,473.0,Water,Flying,2,24.2
680,3,Ice Body,Snow Cloak,Weak Armor,50.0,61.0,70.0,255.0,50.0,20.0,Mineral,,1,5,Slow,0.4,36.0,0,0,0,Vanillite,50.0,582,65.0,60.0,Fresh Snow Pokémon,44.0,305.0,Ice,,1,5.7
681,3,Ice Body,Snow Cloak,Weak Armor,65.0,138.0,70.0,120.0,65.0,20.0,Mineral,,1,5,Slow,1.1,51.0,0,0,0,Vanillish,50.0,583,80.0,75.0,Icy Snow Pokémon,59.0,395.0,Ice,,1,41.0
682,3,Ice Body,Snow Warning,Weak Armor,95.0,241.0,70.0,45.0,85.0,20.0,Mineral,,1,5,Slow,1.3,71.0,0,0,0,Vanilluxe,50.0,584,110.0,95.0,Snowstorm Pokémon,79.0,535.0,Ice,,1,57.5
683,3,Chlorophyll,Sap Sipper,Serene Grace,60.0,67.0,70.0,190.0,50.0,20.0,Field,,1,5,Medium Fast,0.6,60.0,0,0,0,Deerling,50.0,585,40.0,50.0,Season Pokémon,75.0,335.0,Normal,Grass,2,19.5
684,3,Chlorophyll,Sap Sipper,Serene Grace,100.0,166.0,70.0,75.0,70.0,20.0,Field,,1,5,Medium Fast,1.9,80.0,0,0,0,Sawsbuck,50.0,586,60.0,70.0,Season Pokémon,95.0,475.0,Normal,Grass,2,92.5
685,2,Static,,Motor Drive,75.0,150.0,70.0,200.0,60.0,20.0,Field,,1,5,Medium Fast,0.4,55.0,0,0,0,Emolga,50.0,587,75.0,60.0,Sky Squirrel Pokémon,103.0,428.0,Electric,Flying,2,5.0
686,3,Swarm,Shed Skin,No Guard,75.0,63.0,70.0,200.0,45.0,15.0,Bug,,1,5,Medium Fast,0.5,50.0,0,0,0,Karrablast,50.0,588,40.0,45.0,Clamping Pokémon,60.0,315.0,Bug,,1,5.9
687,3,Swarm,Shell Armor,Overcoat,135.0,173.0,70.0,75.0,105.0,15.0,Bug,,1,5,Medium Fast,1.0,70.0,0,0,0,Escavalier,50.0,589,60.0,105.0,Cavalry Pokémon,20.0,495.0,Bug,Steel,2,33.0
688,2,Effect Spore,,Regenerator,55.0,59.0,70.0,190.0,45.0,20.0,Grass,,1,5,Medium Fast,0.2,69.0,0,0,0,Foongus,50.0,590,55.0,55.0,Mushroom Pokémon,15.0,294.0,Grass,Poison,2,1.0
689,2,Effect Spore,,Regenerator,85.0,162.0,70.0,75.0,70.0,20.0,Grass,,1,5,Medium Fast,0.6,114.0,0,0,0,Amoonguss,50.0,591,85.0,80.0,Mushroom Pokémon,30.0,464.0,Grass,Poison,2,10.5
690,3,Water Absorb,Cursed Body,Damp,40.0,67.0,70.0,190.0,50.0,20.0,Amorphous,,1,5,Medium Fast,1.2,55.0,0,0,0,Frillish,50.0,592,65.0,85.0,Floating Pokémon,40.0,335.0,Water,Ghost,2,33.0
691,3,Water Absorb,Cursed Body,Damp,60.0,168.0,70.0,60.0,70.0,20.0,Amorphous,,1,5,Medium Fast,2.2,100.0,0,0,0,Jellicent,50.0,593,85.0,105.0,Floating Pokémon,60.0,480.0,Water,Ghost,2,135.0
692,3,Healer,Hydration,Regenerator,75.0,165.0,70.0,75.0,80.0,40.0,Water 1,Water 2,2,5,Fast,1.2,165.0,0,0,0,Alomomola,50.0,594,40.0,45.0,Caring Pokémon,65.0,470.0,Water,,1,31.6
693,3,Compound Eyes,Unnerve,Swarm,47.0,64.0,70.0,190.0,50.0,20.0,Bug,,1,5,Medium Fast,0.1,50.0,0,0,0,Joltik,50.0,595,57.0,50.0,Attaching Pokémon,65.0,319.0,Bug,Electric,2,0.6
694,3,Compound Eyes,Unnerve,Swarm,77.0,165.0,70.0,75.0,60.0,20.0,Bug,,1,5,Medium Fast,0.8,70.0,0,0,0,Galvantula,50.0,596,97.0,60.0,EleSpider Pokémon,108.0,472.0,Bug,Electric,2,14.3
695,2,Iron Barbs,,Anticipation,50.0,61.0,70.0,255.0,91.0,20.0,Grass,Mineral,2,5,Medium Fast,0.6,44.0,0,0,0,Ferroseed,50.0,597,24.0,86.0,Thorn Seed Pokémon,10.0,305.0,Grass,Steel,2,18.8
696,2,Iron Barbs,,Anticipation,94.0,171.0,70.0,90.0,131.0,20.0,Grass,Mineral,2,5,Medium Fast,1.0,74.0,0,0,0,Ferrothorn,50.0,598,54.0,116.0,Thorn Pod Pokémon,20.0,489.0,Grass,Steel,2,110.0
697,3,Plus,Minus,Clear Body,55.0,60.0,70.0,130.0,70.0,20.0,Mineral,,1,5,Medium Slow,0.3,40.0,0,0,0,Klink,,599,45.0,60.0,Gear Pokémon,30.0,300.0,Steel,,1,21.0
698,3,Plus,Minus,Clear Body,80.0,154.0,70.0,60.0,95.0,20.0,Mineral,,1,5,Medium Slow,0.6,60.0,0,0,0,Klang,,600,70.0,85.0,Gear Pokémon,50.0,440.0,Steel,,1,51.0
699,3,Plus,Minus,Clear Body,100.0,234.0,70.0,30.0,115.0,20.0,Mineral,,1,5,Medium Slow,0.6,60.0,0,0,0,Klinklang,,601,70.0,85.0,Gear Pokémon,90.0,520.0,Steel,,1,81.0
700,1,Levitate,,,55.0,55.0,70.0,190.0,40.0,20.0,Amorphous,,1,5,Slow,0.2,35.0,0,0,0,Tynamo,50.0,602,45.0,40.0,EleFish Pokémon,60.0,275.0,Electric,,1,0.3
701,1,Levitate,,,85.0,142.0,70.0,60.0,70.0,20.0,Amorphous,,1,5,Slow,1.2,65.0,0,0,0,Eelektrik,50.0,603,75.0,70.0,EleFish Pokémon,40.0,405.0,Electric,,1,22.0
702,1,Levitate,,,115.0,232.0,70.0,30.0,80.0,20.0,Amorphous,,1,5,Slow,2.1,85.0,0,0,0,Eelektross,50.0,604,105.0,80.0,EleFish Pokémon,50.0,515.0,Electric,,1,80.5
703,3,Telepathy,Synchronize,Analytic,55.0,67.0,70.0,255.0,55.0,20.0,Human-Like,,1,5,Medium Fast,0.5,55.0,0,0,0,Elgyem,50.0,605,85.0,55.0,Cerebral Pokémon,30.0,335.0,Psychic,,1,9.0
704,3,Telepathy,Synchronize,Analytic,75.0,170.0,70.0,90.0,75.0,20.0,Human-Like,,1,5,Medium Fast,1.0,75.0,0,0,0,Beheeyem,50.0,606,125.0,95.0,Cerebral Pokémon,40.0,485.0,Psychic,,1,34.5
705,3,Flash Fire,Flame Body,Infiltrator,30.0,55.0,70.0,190.0,55.0,20.0,Amorphous,,1,5,Medium Slow,0.3,50.0,0,0,0,Litwick,50.0,607,65.0,55.0,Candle Pokémon,20.0,275.0,Ghost,Fire,2,3.1
706,3,Flash Fire,Flame Body,Infiltrator,40.0,130.0,70.0,90.0,60.0,20.0,Amorphous,,1,5,Medium Slow,0.6,60.0,0,0,0,Lampent,50.0,608,95.0,60.0,Lamp Pokémon,55.0,370.0,Ghost,Fire,2,13.0
707,3,Flash Fire,Flame Body,Infiltrator,55.0,234.0,70.0,45.0,90.0,20.0,Amorphous,,1,5,Medium Slow,1.0,60.0,0,0,0,Chandelure,50.0,609,145.0,90.0,Luring Pokémon,80.0,520.0,Ghost,Fire,2,34.3
708,3,Rivalry,Mold Breaker,Unnerve,87.0,64.0,35.0,75.0,60.0,40.0,Dragon,Monster,2,5,Slow,0.6,46.0,0,0,0,Axew,50.0,610,30.0,40.0,Tusk Pokémon,57.0,320.0,Dragon,,1,18.0
709,3,Rivalry,Mold Breaker,Unnerve,117.0,144.0,35.0,60.0,70.0,40.0,Dragon,Monster,2,5,Slow,1.0,66.0,0,0,0,Fraxure,50.0,611,40.0,50.0,Axe Jaw Pokémon,67.0,410.0,Dragon,,1,36.0
710,3,Rivalry,Mold Breaker,Unnerve,147.0,243.0,35.0,45.0,90.0,40.0,Dragon,Monster,2,5,Slow,1.8,76.0,0,0,0,Haxorus,50.0,612,60.0,70.0,Axe Jaw Pokémon,97.0,540.0,Dragon,,1,105.5
711,3,Snow Cloak,Slush Rush,Rattled,70.0,61.0,70.0,120.0,40.0,20.0,Field,,1,5,Medium Fast,0.5,55.0,0,0,0,Cubchoo,50.0,613,60.0,40.0,Chill Pokémon,40.0,305.0,Ice,,1,8.5
712,3,Snow Cloak,Slush Rush,Swift Swim,130.0,177.0,70.0,60.0,80.0,20.0,Field,,1,5,Medium Fast,2.6,95.0,0,0,0,Beartic,50.0,614,70.0,80.0,Freezing Pokémon,50.0,505.0,Ice,,1,260.0
713,1,Levitate,,,50.0,180.0,70.0,25.0,50.0,25.0,Mineral,,1,5,Medium Fast,1.1,80.0,0,0,0,Cryogonal,,615,95.0,135.0,Crystallizing Pokémon,105.0,515.0,Ice,,1,148.0
714,3,Hydration,Shell Armor,Overcoat,40.0,61.0,70.0,200.0,85.0,15.0,Bug,,1,5,Medium Fast,0.4,50.0,0,0,0,Shelmet,50.0,616,40.0,65.0,Snail Pokémon,25.0,305.0,Bug,,1,7.7
715,3,Hydration,Sticky Hold,Unburden,70.0,173.0,70.0,75.0,40.0,15.0,Bug,,1,5,Medium Fast,0.8,80.0,0,0,0,Accelgor,50.0,617,100.0,60.0,Shell Out Pokémon,145.0,495.0,Bug,,1,25.3
716,3,Static,Limber,Sand Veil,66.0,165.0,70.0,75.0,84.0,20.0,Amorphous,Water 1,2,5,Medium Fast,0.7,109.0,0,0,0,Stunfisk,50.0,618,81.0,99.0,Trap Pokémon,32.0,471.0,Ground,Electric,2,11.0
717,1,Mimicry,,,81.0,,,,99.0,20.0,Amorphous,Water 1,2,5,Medium Fast,0.7,109.0,0,0,0,Galarian Stunfisk,,618,66.0,84.0,Trap Pokémon,32.0,471.0,Ground,Steel,2,20.5
718,3,Inner Focus,Regenerator,Reckless,85.0,70.0,70.0,180.0,50.0,25.0,Field,Human-Like,2,5,Medium Slow,0.9,45.0,0,0,0,Mienfoo,50.0,619,55.0,50.0,Martial Arts Pokémon,65.0,350.0,Fighting,,1,20.0
719,3,Inner Focus,Regenerator,Reckless,125.0,179.0,70.0,45.0,60.0,25.0,Field,Human-Like,2,5,Medium Slow,1.4,65.0,0,0,0,Mienshao,50.0,620,95.0,60.0,Martial Arts Pokémon,105.0,510.0,Fighting,,1,35.5
720,3,Rough Skin,Sheer Force,Mold Breaker,120.0,170.0,70.0,45.0,90.0,30.0,Dragon,Monster,2,5,Medium Fast,1.6,77.0,0,0,0,Druddigon,50.0,621,60.0,90.0,Cave Pokémon,48.0,485.0,Dragon,,1,139.0
721,3,Iron Fist,Klutz,No Guard,74.0,61.0,70.0,190.0,50.0,25.0,Mineral,,1,5,Medium Fast,1.0,59.0,0,0,0,Golett,,622,35.0,50.0,Automaton Pokémon,35.0,303.0,Ground,Ghost,2,92.0
722,3,Iron Fist,Klutz,No Guard,124.0,169.0,70.0,90.0,80.0,25.0,Mineral,,1,5,Medium Fast,2.8,89.0,0,0,0,Golurk,,623,55.0,80.0,Automaton Pokémon,55.0,483.0,Ground,Ghost,2,330.0
723,3,Defiant,Inner Focus,Pressure,85.0,68.0,35.0,120.0,70.0,20.0,Human-Like,,1,5,Medium Fast,0.5,45.0,0,0,0,Pawniard,50.0,624,40.0,40.0,Sharp Blade Pokémon,60.0,340.0,Dark,Steel,2,10.2
724,3,Defiant,Inner Focus,Pressure,125.0,172.0,35.0,45.0,100.0,20.0,Human-Like,,1,5,Medium Fast,1.6,65.0,0,0,0,Bisharp,50.0,625,60.0,70.0,Sword Blade Pokémon,70.0,490.0,Dark,Steel,2,70.0
725,3,Reckless,Sap Sipper,Soundproof,110.0,172.0,70.0,45.0,95.0,20.0,Field,,1,5,Medium Fast,1.6,95.0,0,0,0,Bouffalant,50.0,626,40.0,95.0,Bash Buffalo Pokémon,55.0,490.0,Normal,,1,94.6
726,3,Keen Eye,Sheer Force,Hustle,83.0,70.0,70.0,190.0,50.0,20.0,Flying,,1,5,Slow,0.5,70.0,0,0,0,Rufflet,100.0,627,37.0,50.0,Eaglet Pokémon,60.0,350.0,Normal,Flying,2,10.5
727,3,Keen Eye,Sheer Force,Defiant,123.0,179.0,70.0,60.0,75.0,20.0,Flying,,1,5,Slow,1.5,100.0,0,0,0,Braviary,100.0,628,57.0,75.0,Valiant Pokémon,80.0,510.0,Normal,Flying,2,41.0
728,3,Big Pecks,Overcoat,Weak Armor,55.0,74.0,35.0,190.0,75.0,20.0,Flying,,1,5,Slow,0.5,70.0,0,0,0,Vullaby,0.0,629,45.0,65.0,Diapered Pokémon,60.0,370.0,Dark,Flying,2,9.0
729,3,Big Pecks,Overcoat,Weak Armor,65.0,179.0,35.0,60.0,105.0,20.0,Flying,,1,5,Slow,1.2,110.0,0,0,0,Mandibuzz,0.0,630,55.0,95.0,Bone Vulture Pokémon,80.0,510.0,Dark,Flying,2,39.5
730,3,Gluttony,Flash Fire,White Smoke,97.0,169.0,70.0,90.0,66.0,20.0,Field,,1,5,Medium Fast,1.4,85.0,0,0,0,Heatmor,50.0,631,105.0,66.0,Anteater Pokémon,65.0,484.0,Fire,,1,58.0
731,3,Swarm,Hustle,Truant,109.0,169.0,70.0,90.0,112.0,20.0,Bug,,1,5,Medium Fast,0.3,58.0,0,0,0,Durant,50.0,632,48.0,48.0,Iron Ant Pokémon,109.0,484.0,Bug,Steel,2,33.0
732,1,Hustle,,,65.0,60.0,35.0,45.0,50.0,40.0,Dragon,,1,5,Slow,0.8,52.0,0,0,0,Deino,50.0,633,45.0,50.0,Irate Pokémon,38.0,300.0,Dark,Dragon,2,17.3
733,1,Hustle,,,85.0,147.0,35.0,45.0,70.0,40.0,Dragon,,1,5,Slow,1.4,72.0,0,0,0,Zweilous,50.0,634,65.0,70.0,Hostile Pokémon,58.0,420.0,Dark,Dragon,2,50.0
734,1,Levitate,,,105.0,270.0,35.0,45.0,90.0,40.0,Dragon,,1,5,Slow,1.8,92.0,0,0,0,Hydreigon,50.0,635,125.0,90.0,Brutal Pokémon,98.0,600.0,Dark,Dragon,2,160.0
735,2,Flame Body,,Swarm,85.0,72.0,70.0,45.0,55.0,40.0,Bug,,1,5,Slow,1.1,55.0,0,0,0,Larvesta,50.0,636,50.0,55.0,Torch Pokémon,60.0,360.0,Bug,Fire,2,28.8
736,2,Flame Body,,Swarm,60.0,248.0,70.0,15.0,65.0,40.0,Bug,,1,5,Slow,1.6,85.0,0,0,0,Volcarona,50.0,637,135.0,105.0,Sun Pokémon,100.0,550.0,Bug,Fire,2,46.0
737,1,Justified,,,90.0,261.0,35.0,3.0,129.0,80.0,Undiscovered,,1,5,Slow,2.1,91.0,0,0,1,Cobalion,,638,90.0,72.0,Iron Will Pokémon,108.0,580.0,Steel,Fighting,2,250.0
738,1,Justified,,,129.0,261.0,35.0,3.0,90.0,80.0,Undiscovered,,1,5,Slow,1.9,91.0,0,0,1,Terrakion,,639,72.0,90.0,Cavern Pokémon,108.0,580.0,Rock,Fighting,2,260.0
739,1,Justified,,,90.0,261.0,35.0,3.0,72.0,80.0,Undiscovered,,1,5,Slow,2.0,91.0,0,0,1,Virizion,,640,90.0,129.0,Grassland Pokémon,108.0,580.0,Grass,Fighting,2,200.0
740,2,Prankster,,Defiant,115.0,261.0,90.0,3.0,70.0,120.0,Undiscovered,,1,5,Slow,1.5,79.0,0,0,1,Tornadus Incarnate Forme,100.0,641,125.0,80.0,Cyclone Pokémon,111.0,580.0,Flying,,1,63.0
741,1,Regenerator,,,100.0,261.0,90.0,3.0,80.0,120.0,Undiscovered,,1,5,Slow,1.4,79.0,0,0,1,Tornadus Therian Forme,100.0,641,110.0,90.0,Cyclone Pokémon,121.0,580.0,Flying,,1,63.0
742,2,Prankster,,Defiant,115.0,261.0,90.0,3.0,70.0,120.0,Undiscovered,,1,5,Slow,1.5,79.0,0,0,1,Thundurus Incarnate Forme,100.0,642,125.0,80.0,Bolt Strike Pokémon,111.0,580.0,Electric,Flying,2,61.0
743,1,Volt Absorb,,,105.0,261.0,90.0,3.0,70.0,120.0,Undiscovered,,1,5,Slow,3.0,79.0,0,0,1,Thundurus Therian Forme,100.0,642,145.0,80.0,Bolt Strike Pokémon,101.0,580.0,Electric,Flying,2,61.0
744,1,Turboblaze,,,120.0,306.0,0.0,3.0,100.0,120.0,Undiscovered,,1,5,Slow,3.2,100.0,1,0,0,Reshiram,,643,150.0,120.0,Vast White Pokémon,90.0,680.0,Dragon,Fire,2,330.0
745,1,Teravolt,,,150.0,306.0,0.0,3.0,120.0,120.0,Undiscovered,,1,5,Slow,2.9,100.0,1,0,0,Zekrom,,644,120.0,100.0,Deep Black Pokémon,90.0,680.0,Dragon,Electric,2,345.0
746,2,Sand Force,,Sheer Force,125.0,270.0,90.0,3.0,90.0,120.0,Undiscovered,,1,5,Slow,1.5,89.0,0,0,1,Landorus Incarnate Forme,100.0,645,115.0,80.0,Abundance Pokémon,101.0,600.0,Ground,Flying,2,68.0
747,1,Intimidate,,,145.0,270.0,90.0,3.0,90.0,120.0,Undiscovered,,1,5,Slow,1.3,89.0,0,0,1,Landorus Therian Forme,100.0,645,105.0,80.0,Abundance Pokémon,91.0,600.0,Ground,Flying,2,68.0
748,1,Pressure,,,130.0,297.0,0.0,3.0,90.0,120.0,Undiscovered,,1,5,Slow,3.0,125.0,1,0,0,Kyurem,,646,130.0,90.0,Boundary Pokémon,95.0,660.0,Dragon,Ice,2,325.0
749,1,Teravolt,,,170.0,315.0,0.0,3.0,100.0,120.0,Undiscovered,,1,5,Slow,3.3,125.0,1,0,0,Black Kyurem,,646,120.0,90.0,Boundary Pokémon,95.0,700.0,Dragon,Ice,2,325.0
750,1,Turboblaze,,,120.0,315.0,0.0,3.0,90.0,120.0,Undiscovered,,1,5,Slow,3.6,125.0,1,0,0,White Kyurem,,646,170.0,100.0,Boundary Pokémon,95.0,700.0,Dragon,Ice,2,325.0
751,1,Justified,,,72.0,261.0,35.0,3.0,90.0,80.0,Undiscovered,,1,5,Slow,1.4,91.0,0,1,0,Keldeo Ordinary Forme,,647,129.0,90.0,Colt Pokémon,108.0,580.0,Water,Fighting,2,48.5
752,1,Justified,,,72.0,261.0,35.0,3.0,90.0,80.0,Undiscovered,,1,5,Slow,1.4,91.0,0,1,0,Keldeo Resolute Forme,,647,129.0,90.0,Colt Pokémon,108.0,580.0,Water,Fighting,2,48.5
753,1,Serene Grace,,,77.0,270.0,100.0,3.0,77.0,120.0,Undiscovered,,1,5,Slow,0.6,100.0,0,1,0,Meloetta Aria Forme,,648,128.0,128.0,Melody Pokémon,90.0,600.0,Normal,Psychic,2,6.5
754,1,Serene Grace,,,128.0,270.0,100.0,3.0,90.0,120.0,Undiscovered,,1,5,Slow,0.6,100.0,0,1,0,Meloetta Pirouette Forme,,648,77.0,77.0,Melody Pokémon,128.0,600.0,Normal,Fighting,2,6.5
755,1,Download,,,120.0,270.0,0.0,3.0,95.0,120.0,Undiscovered,,1,5,Slow,1.5,71.0,0,1,0,Genesect,,649,120.0,95.0,Paleozoic Pokémon,99.0,600.0,Bug,Steel,2,82.5
756,2,Overgrow,,Bulletproof,61.0,63.0,70.0,45.0,65.0,20.0,Field,,1,6,Medium Slow,0.4,56.0,0,0,0,Chespin,87.5,650,48.0,45.0,Spiny Nut Pokémon,38.0,313.0,Grass,,1,9.0
757,2,Overgrow,,Bulletproof,78.0,142.0,70.0,45.0,95.0,20.0,Field,,1,6,Medium Slow,0.7,61.0,0,0,0,Quilladin,87.5,651,56.0,58.0,Spiny Armor Pokémon,57.0,405.0,Grass,,1,29.0
758,2,Overgrow,,Bulletproof,107.0,239.0,70.0,45.0,122.0,20.0,Field,,1,6,Medium Slow,1.6,88.0,0,0,0,Chesnaught,87.5,652,74.0,75.0,Spiny Armor Pokémon,64.0,530.0,Grass,Fighting,2,90.0
759,2,Blaze,,Magician,45.0,61.0,70.0,45.0,40.0,20.0,Field,,1,6,Medium Slow,0.4,40.0,0,0,0,Fennekin,87.5,653,62.0,60.0,Fox Pokémon,60.0,307.0,Fire,,1,9.4
760,2,Blaze,,Magician,59.0,143.0,70.0,45.0,58.0,20.0,Field,,1,6,Medium Slow,1.0,59.0,0,0,0,Braixen,87.5,654,90.0,70.0,Fox Pokémon,73.0,409.0,Fire,,1,14.5
761,2,Blaze,,Magician,69.0,240.0,70.0,45.0,72.0,20.0,Field,,1,6,Medium Slow,1.5,75.0,0,0,0,Delphox,87.5,655,114.0,100.0,Fox Pokémon,104.0,534.0,Fire,Psychic,2,39.0
762,2,Torrent,,Protean,56.0,63.0,70.0,45.0,40.0,20.0,Water 1,,1,6,Medium Slow,0.3,41.0,0,0,0,Froakie,87.5,656,62.0,44.0,Bubble Frog Pokémon,71.0,314.0,Water,,1,7.0
763,2,Torrent,,Protean,63.0,142.0,70.0,45.0,52.0,20.0,Water 1,,1,6,Medium Slow,0.6,54.0,0,0,0,Frogadier,87.5,657,83.0,56.0,Bubble Frog Pokémon,97.0,405.0,Water,,1,10.9
764,2,Torrent,,Protean,95.0,239.0,70.0,45.0,67.0,20.0,Water 1,,1,6,Medium Slow,1.5,72.0,0,0,0,Greninja,87.5,658,103.0,71.0,Ninja Pokémon,122.0,530.0,Water,Dark,2,40.0
765,1,Battle Bond,,,145.0,288.0,70.0,45.0,67.0,20.0,Undiscovered,,1,6,Medium Slow,1.5,72.0,0,0,0,Ash-Greninja,100.0,658,153.0,71.0,Ninja Pokémon,132.0,640.0,Water,Dark,2,40.0
766,3,Pickup,Cheek Pouch,Huge Power,36.0,47.0,70.0,255.0,38.0,15.0,Field,,1,6,Medium Fast,0.4,38.0,0,0,0,Bunnelby,50.0,659,32.0,36.0,Digging Pokémon,57.0,237.0,Normal,,1,5.0
767,3,Pickup,Cheek Pouch,Huge Power,56.0,148.0,70.0,127.0,77.0,15.0,Field,,1,6,Medium Fast,1.0,85.0,0,0,0,Diggersby,50.0,660,50.0,77.0,Digging Pokémon,78.0,423.0,Normal,Ground,2,42.4
768,2,Big Pecks,,Gale Wings,50.0,56.0,70.0,255.0,43.0,15.0,Flying,,1,6,Medium Slow,0.3,45.0,0,0,0,Fletchling,50.0,661,40.0,38.0,Tiny Robin Pokémon,62.0,278.0,Normal,Flying,2,1.7
769,2,Flame Body,,Gale Wings,73.0,134.0,70.0,120.0,55.0,15.0,Flying,,1,6,Medium Slow,0.7,62.0,0,0,0,Fletchinder,50.0,662,56.0,52.0,Ember Pokémon,84.0,382.0,Fire,Flying,2,16.0
770,2,Flame Body,,Gale Wings,81.0,175.0,70.0,45.0,71.0,15.0,Flying,,1,6,Medium Slow,1.2,78.0,0,0,0,Talonflame,50.0,663,74.0,69.0,Scorching Pokémon,126.0,499.0,Fire,Flying,2,24.5
771,3,Shield Dust,Compound Eyes,Friend Guard,35.0,40.0,70.0,255.0,40.0,15.0,Bug,,1,6,Medium Fast,0.3,38.0,0,0,0,Scatterbug,50.0,664,27.0,25.0,Scatterdust Pokémon,35.0,200.0,Bug,,1,2.5
772,2,Shed Skin,,Friend Guard,22.0,75.0,70.0,120.0,60.0,15.0,Bug,,1,6,Medium Fast,0.3,45.0,0,0,0,Spewpa,50.0,665,27.0,30.0,Scatterdust Pokémon,29.0,213.0,Bug,,1,8.4
